County,Teams
c06059,"2496,3309,3476,3952,4079,4141,4276,4322,4470,4619,4763,4913,5199,5805,5835,5966,6072,6220,6499,6535,6560,7157,7230,7447"
c20139,"938"
c35035,"5613,6682"
c35033,"7540,7649"
c35031,"4153,7540"
c39051,"6181"
c39053,"3492"
c39055,"5973"
c39057,"6936,7434"
c29043,"5730"
c29041,"4809"
c29510,"931,1444,2707,2978,3397,4500,5176,5583,6660,6744,7472,7746,7747"
c29047,"1764,1806,1827,1939,2345,2457,4959,5082,5098,5126,5141,5809"
c29045,"7141"
c29049,"1806,2457"
c34039,"136,224,1228,1257,2554,5624,7853"
c31049,"4386"
c34035,"41,56,75,102,136,303,1257,1279,1403,2458,2577,3637,4281"
c34037,"1989,3142,6945"
c34031,"223,2600,3314,6860"
c34033,"316,5420"
c26083,"2586,5486"
c20131,"5968"
c26081,"216,244,288,858,904,2075,2771,3234,3357,3875,4967,5473,5963,5980,6065,6090,6877,7054,7073,7210,7234,7248,7911"
c54041,"2614"
c26087,"68,70,494,1684,2137,2604,3534,3535,4961,5048,5238,5460,5662,6019,6085"
c26085,"3603,5086,6600"
c55125,"6345,7638"
c26089,"3688,4398,5562,6075,6599"
c29141,"6886"
c21073,"2856"
c21071,"3821"
c21077,"3814"
c21075,"7255"
c29147,"7785"
c21079,"2856"
c48443,"4063"
c29145,"3160"
c48441,"3366"
c51530,"3939"
c37109,"6639"
c37105,"2059,3229,3822,4829,5190,5511,7463"
c37107,"2682"
c37101,"435,5919,6004"
c37103,"3336"
c27105,"3871"
c48445,"1817,4717,4734,5866,5888,6993"
c08055,"662,2945,2996,4068"
c40051,"3931,5930"
c40053,"6809"
c40055,"3457"
c40057,"3457"
c22019,"3616,4336"
c19039,"6419"
c30021,"4593"
c30027,"6400"
c17169,"4212"
c19031,"5041"
c19033,"525,7411"
c19035,"7309"
c19037,"525,7411"
c08061,"7479"
c08063,"4386"
c08065,"1799,2083"
c08067,"4153,7540"
c27119,"3277"
c51197,"3072"
c27117,"3298"
c51195,"6802"
c27115,"4166,5720,6044"
c51193,"836"
c27113,"3277"
c51191,"6802"
c27111,"3278,3293,3297,3839,4539,4703"
c38013,"877"
c38011,"4593"
c38017,"4818,7048"
c38015,"7578"
c39103,"2603"
c38019,"877"
c19105,"5041"
c19107,"6889"
c19101,"6889"
c19103,"167,5041"
c19109,"2957,4260,7541"
c39107,"3777"
c37075,"6899"
c36079,"5943,6880,7016,7504"
c37077,"7671"
c37071,"6894"
c37073,"7675"
c36073,"4093"
c48117,"4799,7573"
c36071,"6401,6911,6969,7318,7730"
c39105,"7515"
c36077,"4203,5585"
c37079,"2682"
c36075,"7027"
c22011,"7562"
c19113,"967,6412"
c27029,"3134,3275,3754,4181,4674,6453,7235"
c18183,"1501,4982"
c18181,"461,1747,7198"
c08115,"4386"
c27023,"3212,3292,6628"
c08117,"1799,2083"
c27021,"2503,3036,3134,3275,3294,3754,4674,4703,5913"
c08111,"1332,4944"
c27027,"4360,5929"
c08113,"1332,4944"
c27025,"2532,3038,5290,5464"
c47121,"7406"
c39029,"3193,4601,5418"
c21213,"4306,4740,5186,7525"
c47123,"4504,6517"
c56037,"7485"
c41013,"753"
c41011,"4110"
c50009,"2523"
c41017,"753,5468,6465,7032"
c41015,"4110"
c50003,"6484"
c41019,"2521,5085"
c50001,"2370"
c50007,"6300,7030"
c50005,"2523"
c48279,"7573"
c45069,"7029"
c51840,"2988"
c45063,"1293"
c45061,"5777"
c45067,"1051"
c45065,"5632,7076,7676"
c18073,"7198"
c18071,"4926"
c18077,"2783"
c18075,"1720"
c01053,"4179"
c01051,"7072"
c01057,"538,3959"
c01055,"7428"
c48183,"3037"
c48181,"6768"
c48187,"3679,5103,7264"
c48185,"1477,6547,7492"
c48189,"7573"
c36095,"7031"
c48473,"624,4639,5427"
c36097,"5254"
c48471,"1477,6547,7492"
c36091,"20,3044,4508"
c48477,"624,4639,5427"
c36093,"7031"
c17015,"6651"
c48479,"6315,7521"
c36099,"5254,6490"
c20071,"4386"
c24001,"1629"
c24003,"1111,2377,4541,5830,7879"
c17017,"4156,4314"
c24005,"1719,1727,2534,4505"
c24009,"4514"
c20073,"935"
c12067,"3556"
c17013,"1094,1288,1706,3330,4329,7435"
c20027,"5968"
c02185,"568"
c20025,"6809"
c02180,"568"
c20021,"6542"
c13189,"5632,7676"
c13187,"3815,6944"
c13185,"7499"
c02188,"568"
c13183,"4701,7104,7824"
c20029,"3172"
c13181,"5632,7076,7676"
c49057,"3239,7905"
c49055,"3289,3405,5071,6844"
c49053,"60"
c49051,"6844"
c28123,"590"
c48053,"647"
c48055,"3679"
c48057,"3834"
c48059,"3366"
c28129,"2190"
c01065,"590"
c48501,"5783"
c28059,"1927,6677"
c28053,"6068"
c28051,"590"
c28057,"538,3959"
c28055,"456"
c46079,"3298"
c46075,"4593"
c46077,"3298,4182"
c46071,"4593"
c46073,"3298"
c02290,"568"
c54059,"337"
c17089,"2022,2338,2451,3067"
c20117,"5968"
c20115,"935"
c17083,"4232"
c17081,"4187"
c34029,"87,204,816,1647,1807,2729,5113,5457,5684,6226,6921"
c17087,"4356"
c17085,"171"
c20177,"5968"
c17065,"4187"
c16049,"7301"
c17067,"7141"
c17061,"4232"
c17063,"2022,2338,3695"
c16041,"2993"
c16043,"4175"
c17069,"6157"
c16045,"2594"
c16047,"6358"
c06045,"2551,5728,6814,6883,6918"
c28113,"2080"
c39045,"4085"
c39043,"2252,7165"
c39041,"1014,1317,3010,3484,3591,4145,4611,5667"
c48437,"7573"
c29187,"5060,7117,7773"
c29186,"5060"
c29185,"6886"
c29183,"1094,1288,1706,3330,4329,7435"
c48023,"3457"
c39049,"128,677,1014,1317,3324,3591,4085,4145,4269,5667,6916,6927,6964"
c35025,"5783"
c35027,"7271"
c35021,"4799,7573"
c35023,"1726,6127"
c54037,"2988"
c48025,"3035"
c35029,"2657"
c35028,"4153"
c48433,"3366"
c29051,"3792,5147"
c29053,"4522"
c29055,"7117"
c28115,"5002"
c20209,"1769,1802,1847,1982,1994,5189,7064"
c23009,"6329"
c29059,"7662"
c20205,"6542"
c20203,"4386"
c20201,"5968"
c29149,"7483"
c34009,"5420"
c31039,"5906"
c31033,"4386"
c34003,"1672,1676,2070,4652,4653"
c34005,"87,204,816,1647,1807,2729,5113,5457,5684,6226,6921"
c34007,"203,204,3151,4750,6921,7110,7877"
c26079,"4983,6121,7808"
c26077,"2767,4327,4381,4408,4482,5152,5161,5227,5623,5675,6002,6588,7203,7256,7658,7811"
c26075,"1502,2611,4216,5205,5523,5674,5685,6081,6591,6635,7197,7209,7221,7222,7501,7656"
c26073,"3570,4819,5231,5257,6033,6102,6582,6963,7109,7495"
c26071,"7768,7827"
c21089,"7693"
c21017,"2856"
c21085,"5492,6858,7516"
c21083,"3843,6157"
c21081,"3814"
c46097,"3298"
c46095,"4593"
c46093,"4593"
c46091,"3300"
c46099,"3298"
c40047,"6809"
c31147,"7785"
c37119,"3506,4290,4935"
c31145,"6359"
c40043,"3465"
c31143,"6359"
c40041,"3160"
c51059,"116,611,612,614,620,623,1123,1418,2186,2421,3455,5243,5549,5587,6504,6543"
c37113,"6899,6932"
c51057,"836"
c37111,"6639,6888"
c37117,"3796"
c51053,"5546"
c37115,"5854"
c31149,"6359"
c31181,"6359"
c54015,"3492"
c21061,"5492,6858,7516"
c19027,"7309"
c19025,"7309"
c19023,"525,7411"
c19021,"7309"
c31185,"6359"
c19029,"7785"
c30031,"6400"
c30033,"6400"
c30035,"3216"
c30037,"6400"
c30039,"3216"
c53049,"3812"
c27109,"2530,4859,6758"
c08059,"1799,2083"
c51610,"6504"
c01039,"2556,5616"
c27107,"4360,5929"
c08057,"159,1977,4388,4499"
c27101,"5991"
c08051,"1332,4944"
c27103,"3018,3122"
c08053,"1332,4944"
c47125,"7484"
c19111,"7141"
c29143,"7255"
c19117,"6419"
c19115,"6420"
c19119,"3298"
c47129,"4265,4462"
c37063,"587,900,4561,4816,6332,6426,6502"
c37061,"3336"
c32009,"5875,7802"
c37067,"5679"
c37065,"2642,7739"
c18019,"2783"
c37069,"4291,5762,6240"
c27039,"3848,4859,6022,6758"
c23001,"3930,6224"
c23003,"4564"
c23005,"58,133,172,3609,5265,5687,6161"
c23007,"3930,6153"
c27031,"3054"
c08121,"4386"
c27033,"5991"
c08123,"4386"
c27035,"2503,3294,5913,6132"
c08125,"4386"
c27037,"2177,2220,2501,2511,2518,2606,2667,2987,3042,3100,3184,3691,3926,4215,4506,4549,6217"
c48349,"2805,4641"
c37131,"7739"
c31183,"6359"
c51520,"4020,5022,6219"
c51079,"4466"
c48267,"6935"
c55141,"2143,5826"
c48265,"6935"
c48263,"3366"
c48261,"2721"
c50011,"2523"
c50013,"6300,7030"
c50015,"2523"
c54107,"7515"
c50017,"885,6933"
c45079,"1293,1398,1553,2815,3976,5317,5327"
c48447,"3366"
c45071,"4451,6366"
c45073,"343"
c45075,"342,3489,4083"
c45077,"281,283,1319,3651,6366"
c19131,"3055,3723,6022"
c48269,"3366"
c18089,"71,2171,3147,7695"
c18087,"7502"
c18085,"2909"
c18083,"4008"
c18081,"1741,3180,6451"
c51105,"6302"
c51640,"3072"
c54069,"4467,4991,7670"
c48191,"4694"
c01081,"7072"
c48193,"647"
c01083,"34,7111,7446"
c48195,"4694"
c01085,"7072"
c48197,"3457"
c01087,"7072"
c48199,"7440"
c01089,"442,2973,3319,5858,6107,7111,7446"
c48461,"4301"
c48463,"3561"
c48465,"4063"
c48467,"3310,7708"
c48469,"3834"
c24039,"3389"
c24035,"1111,2377,4541,5830,7879"
c24037,"836"
c24031,"449,1389,4099,4464,4638,5115,6584"
c24033,"2819,3714,4464,4949,6213,6239,6893"
c54021,"7515"
c25025,"125,246,1965,3958,4796,6201,6367,6529,7795"
c20053,"3172"
c20051,"3172"
c13199,"3581"
c20057,"935"
c02195,"568"
c20055,"3172"
c13195,"4189,5132,6910"
c13197,"4188"
c20059,"938"
c13191,"4701,7104,7824"
c13193,"3635"
c28013,"590"
c49023,"4348"
c49021,"987,988,3009,5049,5429,6519,6824,6825,6957,7077,7183,7422,7423,7424,7425,7426,7654,7880"
c49027,"4348"
c49025,"2486,7897"
c28011,"6068"
c29129,"4809"
c28131,"364,1927,4107"
c22043,"7562"
c28133,"6068"
c28135,"6068"
c54039,"3492"
c17033,"5188"
c28139,"5002"
c48045,"4694"
c48043,"7750"
c29017,"4356"
c48041,"624,4639,5427"
c54023,"1629"
c28049,"7474"
c12003,"3556"
c28041,"2190"
c29011,"6542"
c28043,"6068"
c28045,"1421,7094"
c28047,"364,1927,4107"
c12005,"2556,5722"
c54101,"3492"
c46069,"4593"
c28107,"7798,7846,7908"
c29013,"1986,2164,2357"
c46063,"4593"
c46061,"3298"
c17035,"5188"
c46067,"3298"
c46065,"4593"
c02282,"568"
c54025,"5724"
c17051,"7496"
c17053,"7848"
c17055,"4187"
c12029,"4118,5145"
c12027,"3627"
c12023,"3556"
c12021,"1744"
c39033,"5413"
c06073,"812,1266,1538,1572,1622,2102,2485,2543,2658,2827,2839,2984,3021,3128,3255,3341,3647,3704,3749,3965,4014,4139,4160,4486,4583,4616,4738,4919,4984,5025,5137,5474,5477,5514,5627,6659,6695,6885,6995,7441"
c06075,"4159,4669,4973,5507,5700,5924,6418,7468,7847"
c39035,"120,695,1248,1308,1787,2172,2399,4780,5973,6355,7043,7055"
c06079,"973,1388,5102"
c39039,"6181"
c17183,"461,1747"
c35013,"1164"
c17187,"4212"
c17185,"7454"
c35019,"7540,7649"
c17189,"7496"
c06017,"3189"
c12113,"4179"
c12111,"7442"
c12117,"4024,6527"
c12115,"3627"
c29065,"6817"
c12119,"1557,2797,4065"
c29061,"2457"
c29063,"1806,2457"
c31029,"4386"
c31021,"5906"
c31023,"5906,6805"
c28103,"590"
c31025,"5906,6805"
c31027,"3298"
c29087,"7785"
c29085,"7662"
c26069,"5547,5661,6545,7172,7250"
c29083,"4455,6424"
c29081,"2457"
c26065,"1504,3655,5674,5704,6078,6548,6591,6592,6594,6595,7144,7226,7817,7818"
c26067,"3234,5256,5316,7195,7210,7665,7812,7911"
c26061,"857,2586,5486,6581"
c26063,"5155,5156"
c29089,"4522"
c21099,"5492,6858,7516"
c39149,"3777"
c21095,"6302"
c39147,"5413"
c21097,"2856"
c39145,"7693"
c21091,"6498"
c39143,"279,451,7460"
c21093,"5492,6858,7516"
c39141,"4085"
c16057,"7301"
c16055,"3145,7301"
c54029,"4467,4991,7670"
c16053,"6358"
c30059,"6400"
c16051,"1566"
c46089,"7578"
c16059,"6400"
c31155,"5906,6805"
c40033,"3457"
c31157,"5657"
c40031,"3457"
c51049,"6194"
c40037,"2333"
c31153,"5906,6805"
c40035,"3179"
c51045,"5724"
c51047,"3373,4466"
c51510,"3455,5587"
c51041,"346,539,5546,6334,7429"
c51043,"2988"
c46037,"3300"
c19053,"6419"
c19051,"6889"
c19057,"6420"
c19055,"6630"
c39047,"6936,7434"
c19059,"5576"
c34017,"3340,5438"
c34015,"203,1791,3151"
c34013,"555,714,752,1811,4035,5310,5732,5992,6943"
c30009,"6400"
c34011,"5420"
c30005,"6400"
c30007,"6400"
c30001,"6400"
c34019,"102,219,1279,1403,3637"
c30003,"1303"
c29167,"7662"
c51600,"1123"
c27139,"2169,2511,3184,4648,4663,5275,5541"
c08049,"1157,1245,1584,1619,2036,2261,2972,7891"
c40149,"2373"
c08043,"662,2945,2996,4068"
c27131,"3691,3848,5275,5434"
c08041,"662,2945,2996,4068"
c27133,"3298"
c08047,"1157,1245,1584,1619,2036,2261,2972,7891"
c27135,"2654,2883,3750,5172"
c08045,"1332,4944"
c27137,"2499,2512,4009,4217,4230,4656,4845,5232,5653,5690,6047,7311,7797,7864"
c51181,"7330"
c47111,"4306,4740,5186,7525"
c51183,"6021"
c47115,"4924,5005,5058,6937"
c47117,"547"
c47119,"4306"
c20099,"6542"
c51185,"6802"
c37099,"6932"
c37097,"3196,3680"
c37095,"6565"
c37093,"7029"
c37091,"7675"
c27005,"3278,4539,4703,5929"
c27007,"3134,3275,3754,4181,4674,6453,7235"
c27001,"2503,3294,5913,6132"
c27003,"2052,2181,2207,2225,2227,2232,2472,2532,3023,3407,4664,5290,6912,7038,7068"
c27009,"3244,3740,6045"
c16081,"4175"
c23019,"4564"
c23017,"3930"
c23015,"4041,5633"
c23013,"4041,5633"
c21001,"3844"
c23011,"2648,4041,4473,4906,6172"
c48299,"647"
c51630,"339,6882"
c20097,"935"
c50025,"213,1729,1786,4958,6895"
c50027,"95,885,6933"
c50021,"2370"
c50023,"885,6933"
c45045,"281,283,1319,3651,6366"
c45047,"4451,6366"
c45041,"1758,6167,6222"
c45043,"4074,6167,6222,6626,7085"
c48219,"1817,4717,4734,5866,5888,6993"
c45049,"3998"
c48291,"231,624,1255,2585,2587,2882,3103,3335,3728,3735,3847,4587,4639,5070,5261,5427,5829,5892,5908,6111,6488,6645,7115,7312,7418,7510,7518,7691"
c48297,"7088"
c48457,"7440"
c18099,"2909"
c18095,"447"
c18097,"234,829,1018,1024,1529,4580,6721,7457"
c29157,"4356"
c18091,"2197,3936"
c18093,"5403"
c05085,"7804"
c05087,"7260"
c05081,"6186"
c05083,"5437"
c05089,"16,323"
c01099,"4179"
c13219,"5132"
c01097,"7512"
c13217,"6750"
c01095,"538"
c13215,"4188"
c01093,"538,3959"
c13213,"5900,6712"
c01091,"590"
c13211,"5132"
c48459,"3037"
c48329,"4301"
c48455,"4295"
c48325,"3561"
c48323,"3561"
c48321,"7616"
c24029,"3941,7770"
c29151,"6817"
c24023,"1629"
c24021,"686,3793,5841,7886"
c24027,"888,2537,2849,3748,5945,6863,7879"
c24025,"3941,7770"
c20041,"5968"
c20043,"1806,5013,5082,5126"
c46107,"4593"
c20045,"5119"
c20047,"935"
c20049,"935"
c02164,"568"
c46101,"3298"
c49031,"3289,3405,5071,6844"
c49033,"2993"
c49035,"3006,3225,3230,3243,3245,3289,4585,4598,5071,5159,5933,5974,6411,7151,7436,7634,7906,7909"
c46102,"4593"
c49037,"1332,4944"
c49039,"3289,3405,5071,6844"
c48453,"418,2158,2468,2583,2789,2881,5052,6321,6357,6377,6800"
c13321,"4240,7470"
c29003,"1806,2457"
c48039,"5414,5923,7410,7616"
c28109,"1421"
c28105,"590"
c48031,"6357,7621,7872"
c28101,"590"
c48035,"7125"
c48293,"2950,7511"
c46109,"3300"
c42099,"2539,2559"
c42093,"222,1143"
c42091,"272,341,423,433,484,708,709,1218,1712,2607,3974,4373,5181,5404,5407,6808,7414"
c29057,"5730"
c42095,"5490"
c13037,"5840,5848"
c02198,"3238"
c36101,"1551"
c13031,"3998"
c13039,"3329"
c48147,"148,7708"
c48145,"2950,7511"
c48143,"4364"
c48141,"3043,4378,5047,6144,7533"
c48149,"5503"
c12039,"6145,6184"
c17049,"7496"
c48125,"1817,4717,4734,5866,5888,6993"
c12035,"5753,7754"
c12037,"6145"
c54011,"3492"
c17043,"2451,2704,3061"
c12033,"4179"
c02016,"568"
c21231,"3844"
c39023,"6936,7434"
c48127,"6315,7521"
c39025,"554"
c02013,"568"
c06069,"6884"
c06067,"2073,3250,3257,3598,3859,4698,5250,5274,7229"
c06065,"2493,3953,4056,4114,4161,4984,6821,6960,7482"
c06063,"4643"
c06061,"3257,6644"
c13293,"4941"
c17191,"4187"
c17193,"7454,7657"
c17195,"6651"
c17197,"2338,4241,4292"
c17199,"4187"
c35006,"7540"
c35005,"7271"
c48123,"3834"
c35003,"6974"
c35001,"7540"
c12101,"4622,5842,6722"
c28075,"590"
c12103,"79"
c28077,"7474"
c12105,"1065,7450"
c28071,"5002"
c12107,"6322"
c28073,"2190"
c12109,"5753,7754"
c29071,"7117"
c29077,"5730"
c28079,"590"
c29075,"1806,2457"
c49029,"3239,7905"
c54013,"7515"
c29095,"1723,1730,1763,1775,1785,1825,1827,1939,1986,1987,2001,2353,2560,4959,5082,5141,5801,5809,5918,6843"
c26059,"4568,5502,5559,5676,5685,5688,6092,6556,7209"
c29097,"6542"
c29091,"7483"
c29093,"5060,7117,7773"
c26051,"5257,6533,7213"
c26053,"6345,7638"
c29099,"7117"
c26055,"1711,3767,4398"
c26057,"3570,5231,5234,5982,6582,6638,7289"
c39159,"1014,3484"
c44001,"88,4176,5846,6301"
c39155,"48,379,2010,5418"
c39157,"4121"
c39151,"4121"
c30025,"4593"
c39153,"2603,4121,7486"
c16023,"1566"
c16021,"2130"
c16027,"2594"
c48229,"2613"
c16025,"6358"
c21223,"2783"
c16029,"1569,3562,6680"
c21227,"4306,4740,5186,7525"
c21225,"7454,7657"
c40021,"2398,4005"
c31161,"5657"
c40023,"3152"
c31163,"6359"
c40025,"4694"
c28137,"4764,5002,5045,7313"
c40027,"2765,5578,7464"
c31167,"5906"
c40029,"2352"
c31169,"6359"
c51073,"6312"
c51075,"540,1086,2106"
c51077,"3072"
c18101,"5403"
c48047,"2966,3028,3029,4332,5894,5960,6180,6664,6733,6754,6830"
c44009,"78,121"
c54017,"2614"
c54035,"3492"
c19041,"5576"
c19043,"171"
c19045,"648,6317"
c19047,"7309"
c19049,"4646,6379,6419,7142"
c54033,"2614"
c23021,"4564"
c13283,"6139"
c21137,"3844"
c30019,"877"
c21135,"7693"
c21133,"3821"
c21131,"3844"
c30013,"3216"
c30011,"4593"
c30017,"4593"
c31019,"6359"
c30015,"6400"
c21139,"6157"
c27127,"2515,4741,6707"
c27125,"3277"
c27123,"2052,2175,2207,2227,2450,2491,2501,2513,2529,2574,2823,2825,2846,2855,3007,3100,3202,3206,3407,3745,3926,4225,4229,4506,4536,6912,7038,7849,7875"
c27121,"3292,3313,7257"
c51678,"3939"
c27129,"2509,3212,4174,4741,6707,7858"
c55081,"4011,4021,4054,5003,5019,5903,6166"
c23029,"6329"
c40151,"6809"
c40153,"6809"
c39101,"3010"
c47109,"5002"
c47107,"7406"
c47105,"4265,4462"
c54019,"3492"
c47103,"547"
c48169,"1817,4717,4734,5866,5888,6993"
c47101,"4306"
c37089,"1225"
c37085,"3229,7443"
c37087,"6932"
c37081,"1533,2655,3215"
c37083,"7739"
c27013,"3122,7541"
c27011,"3300"
c27017,"5690,6044,6047,6160,7041,7797"
c27015,"3122"
c27019,"2531,3026,3299,4198,4207,4663,4778,5626,7530"
c51700,"122,2363,5957"
c51595,"6021"
c55019,"2143,5826"
c55017,"5826"
c55015,"93,5586,6318"
c55013,"4166,5720,6044"
c55011,"7021"
c18137,"3814"
c18135,"3947"
c18133,"3176,3487,4103,4485,5944"
c18131,"7198"
c18139,"3947"
c48201,"231,624,1255,2585,2587,2882,3103,3335,3728,3735,3847,4587,4639,5070,5261,5427,5829,5892,5908,6111,6488,6645,7115,7312,7418,7510,7518,7691"
c48203,"3037"
c45057,"1553"
c45055,"1553"
c48209,"3679,5103,6357,7138,7264,7872"
c45059,"4451,6366"
c31003,"6359"
c51810,"2890"
c31001,"6359"
c08091,"1332,4944"
c08093,"1799,2083"
c08095,"4386"
c08097,"1332,4944"
c08099,"662,2945,2996,4068"
c55121,"7021"
c55127,"930,6574"
c28121,"7474"
c05093,"7896"
c05091,"6586"
c13259,"5848"
c05097,"6840"
c31005,"4386"
c05095,"7702,7908"
c05099,"6186"
c13209,"6139"
c13205,"4240"
c13207,"4941"
c13201,"6919"
c48449,"3037"
c48339,"1477,6547,7492"
c48335,"3366"
c48337,"7303"
c48331,"647,3743,6646"
c48333,"647"
c28127,"7474"
c51570,"5546"
c51660,"3274"
c27099,"3055,3723,6022"
c19095,"5935"
c20079,"935"
c20075,"7479"
c20077,"6809"
c02170,"568"
c19093,"7309"
c19159,"7785"
c49005,"2993"
c27155,"3300"
c49001,"4348"
c49003,"3239,7905"
c48029,"457,653,2969,3240,3345,3481,3545,3561,3997,4219,4412,5572,5681,5726,5754,5986,6155,7063,7088,7837"
c27093,"2509,3755,4174,5348,6175"
c28119,"7798,7846,7908"
c48021,"2789,4610,5503"
c28111,"2190"
c28117,"5002"
c19155,"5906,6805"
c48027,"647,3743,6646"
c27097,"4226,4480,4623,5999,7677"
c42089,"5490"
c37159,"3196,7815"
c42081,"4027"
c42083,"7251"
c42085,"48,379,2010,5418"
c42087,"4027"
c54007,"3492"
c13025,"3329"
c13027,"7499"
c13021,"4941"
c13023,"3635"
c13029,"4701,7104,7824"
c48155,"3457"
c48245,"118"
c48157,"624,3728,4328,4639,5414,5427,5908,7494,7705"
c48151,"3366"
c48153,"1817,4717,4734,5866,5888,6993"
c48159,"3037"
c48247,"2966,3028,3029,4332,5894,5960,6180,6664,6733,6754,6830"
c12009,"21,233,386,801,1592,7431"
c17039,"4213"
c12001,"4118,5145"
c17031,"101,111,1739,1781,2136,2151,2709,2725,3110,3488,4645,4702,4787,5125,5350,5822,6906,7237,7560,7608"
c17037,"5934"
c12007,"6322"
c06019,"1323,1422,1671,3303,3495,3970,5134,5817,6305,6926,7057,7663"
c39019,"4121"
c06013,"841,852,1280,1458,2141,5430,6059,6612,6662,6718,6981,7137,7401,7419,7686"
c39017,"1038,3201,4028,4521"
c39011,"3777"
c06015,"5198"
c42057,"4050"
c17057,"1736,1756,2040,2081,7417"
c51097,"4286"
c28063,"7836"
c17111,"3352"
c28061,"2190"
c20095,"935"
c28067,"2190"
c20093,"4386"
c28065,"2190"
c20091,"937,1710,1769,1777,1810,1982,1984,1997,2335,2410,5268"
c28069,"590"
c12131,"2556,5722"
c12133,"2556,5722"
c26047,"3618,4376,5314,6573,7171,7208,7790"
c17147,"4096"
c26045,"3658,5256,5674,5704,5710,6078,6594,7219,7223,7226,7254,7665"
c17145,"4187"
c26043,"7020,7154,7156,7713,7827"
c17143,"1736,1756,2040,2081,7417"
c26041,"3602,4391,4715,4835,7782"
c17141,"1625"
c26049,"68,70,314,322,468,494,894,1243,1322,1506,2145,2337,3534,3568,4998,5114,5150,5238,5282,5517,5524,5527,5533,5561,5612,5641,5660,5774,6086,6610,7211,7491,7772,7894"
c17149,"4232"
c49009,"7485"
c18141,"135,2197,3865,5484,7477"
c22039,"3616,4336"
c22037,"6489"
c22035,"456"
c22033,"3337,3606,3753,3991,4978,5785,6489,7331"
c22031,"1818"
c39169,"2603"
c06071,"3295,3953,4056,4161,5107,6668,6692,6821"
c39161,"3777"
c39163,"4085"
c39165,"1038,4028"
c01041,"2556,5616"
c21239,"2856"
c16033,"1566"
c39031,"3010"
c16035,"7301"
c16037,"6358"
c16039,"1891,2122,2594,5461,5871"
c21233,"7454,7657"
c21235,"3844"
c21237,"7693"
c39037,"3266"
c44007,"1350,5112,6620"
c44005,"78,121"
c44003,"1350,5112,6620"
c40019,"2352"
c31179,"5906"
c31177,"5906"
c40015,"2373"
c31175,"6359"
c40017,"3465"
c31173,"5906"
c40011,"3465"
c31171,"6359"
c40013,"2352"
c54001,"2614"
c39059,"3010,4085,4283,5667,6027,6834"
c55097,"93,2826,7915"
c19079,"3928"
c19075,"525,6164,7411"
c19077,"4646,6379,6419,7142"
c19071,"7785"
c19073,"7309"
c21125,"3844"
c21127,"7693"
c21121,"3844"
c21123,"5492,6858,7516"
c51063,"401"
c31009,"6359"
c21129,"7693"
c27153,"3839,7257,7677"
c27151,"3292,6628"
c27157,"2530,2861"
c19091,"7309"
c27159,"3839,4703"
c19099,"5935"
c17181,"4356"
c37055,"7715"
c35015,"5783"
c35017,"2657"
c48387,"3152"
c51067,"1262,3258"
c51065,"619"
c47179,"3984,5022"
c48343,"3037"
c51061,"339,1731,1885,3373"
c47173,"4576"
c47171,"3984,5022"
c47177,"6846"
c51069,"2988"
c47175,"4924,5005,5058,6937"
