County,Teams
c13269,"3635"
c18023,"292"
c32015,"5875"
c18025,"3559"
c32017,"987,988,3009,5049,5429,6519,6824,6825,6957,7077,7183,7422,7423,7424,7425,7426,7654,7880"
c18027,"4008"
c32019,"5875,7802"
c01001,"3139"
c13261,"4730,5828,5840,6471,6919,7315"
c01003,"4179"
c13267,"3998"
c01005,"5848"
c13265,"7676"
c01007,"3139"
c51199,"2363"
c36029,"4930,5590,6870"
c37007,"3661"
c33019,"6762"
c37001,"3822"
c37003,"6639"
c48353,"3366"
c36021,"1665,6621"
c48351,"2582,4295"
c33011,"131,138,151,166,238,501,509,811,1073,1519,1729,2342,3323,4034,6762,6763"
c37009,"6639"
c33017,"319,1307,4546,7126,7133,7674"
c48355,"3035"
c36027,"5943"
c18155,"3814"
c18157,"461,1646,1747,4272"
c18151,"5501,5685,6053,6092,6425,7209"
c18153,"5188"
c18159,"45,292"
c01133,"538,3959"
c53047,"7776,7803"
c19085,"5906"
c53045,"5295"
c53043,"1595,2147,2148,2944,3220,3693,4104,4513,6129"
c53041,"4060,6959"
c02110,"568"
c19087,"6420"
c13253,"6919"
c30053,"2130"
c19081,"2957,4260,7541"
c54071,"3274"
c29069,"7896"
c37127,"4291,5762,6240"
c41041,"847,955,957,997,7448"
c54105,"7515"
c41043,"957,1359"
c19083,"525,6164,7411"
c41047,"2990,6445"
c41049,"4125"
c37125,"5544"
c05031,"7896"
c05033,"7106"
c05035,"7430,7467"
c05037,"7568,7868"
c05039,"6855"
c48283,"6315,7521"
c48285,"5503"
c48287,"2789,4610,5503"
c05149,"5437"
c19121,"6419"
c05141,"3937,6492,7766"
c19089,"7646"
c05143,"3612,5006"
c48273,"3035"
c05145,"3937,6492,7075,7123"
c05147,"3937,6492,7075,7123"
c13043,"3998"
c13047,"5900,6887"
c13045,"4193,4459"
c54077,"1629"
c13049,"3329"
c13285,"3581"
c13287,"4240,7470"
c48137,"4063"
c48135,"4301"
c48139,"2805,4641"
c13289,"4941"
c48271,"4063"
c02060,"568"
c02068,"568"
c48275,"3366"
c54075,"3939"
c48277,"148,7708"
c13139,"4509,6910,7060"
c13137,"4509,6910,7060"
c13135,"1261,1683,1771,4080,4509,5074,5132,5293,6829,6910,7538"
c13133,"5132"
c01059,"34,7111,7446"
c13131,"4240"
c42067,"2539,2559"
c17047,"7454"
c42065,"3954,3957"
c42063,"4547"
c42061,"4027"
c29007,"3792,5147"
c17045,"5188"
c42069,"1143"
c29005,"7785"
c22059,"7562"
c29009,"5730"
c22055,"3616,4336"
c22057,"5965,5971,7275,7288,7412,7661"
c22051,"5965,5971,7275,7288,7412,7661"
c22053,"3616,4336"
c25019,"23"
c17041,"4096"
c25011,"4097"
c25013,"839,1027,7127"
c29001,"4809"
c25015,"4097"
c18079,"4926"
c25017,"97,157,1100,1277,1474,2262,2423,2713,2876,2877,3205,4169,4761,4905,4909,5422,5735,5962,6201,6328,6731,7438"
c39021,"1014,3484"
c46009,"3298"
c46005,"3298,4182"
c46007,"4593"
c46003,"3298"
c37121,"3984"
c20141,"3172"
c20143,"3172"
c29177,"2457"
c20147,"6359"
c20149,"5968"
c29179,"6817"
c26111,"2619,3770,4819,5166,5203,5231,5257,5424,5509,5712,5982,6033,6533,6753,7495"
c26113,"5086,6066,6642,7155,7794"
c26115,"240,1023,1528,3542,3547,3604,4395,5050,5567,6570,6615,6618"
c39027,"1038,4028"
c26117,"5622,6100,6102,6582,7210,7911"
c26119,"2246,7084,7244"
c12081,"3627"
c12083,"3242,4064,4562,6850"
c12085,"180"
c12086,"59,3410,5329,5557,7216,7652"
c12087,"1744"
c22121,"5863,6103"
c22123,"7655,7910"
c22125,"6923"
c22127,"7562"
c21143,"6157"
c39095,"279,451,7460"
c21141,"7484"
c39097,"128,677,1014,1317,3324,3591,4085,4145,4269,5667,6916,6927,6964"
c21147,"3844"
c39091,"1014,3484"
c21145,"3843,6157"
c39093,"1590,2603,2632,4119,7885"
c21149,"7454,7657"
c39099,"3193,4601,5418"
c17125,"2481,4143,5442"
c17127,"6157"
c17121,"4187"
c17123,"4143,5442"
c46135,"3298"
c17129,"4156,4314"
c46137,"4593"
c30069,"6400"
c30067,"6400"
c30065,"6400"
c30063,"3216"
c54103,"2614"
c30061,"7301"
c22061,"7899"
c35009,"4799,7573"
c35007,"7540,7649"
c21039,"7255"
c21037,"554"
c21035,"3843,6157"
c21033,"6157"
c21031,"7484"
c19141,"5576"
c19143,"3871"
c19145,"7785"
c19147,"7309"
c27085,"2509,3755,4665,5626"
c51770,"5724"
c27081,"3298,4182"
c51775,"5724"
c27083,"2515,4182"
c37149,"5727"
c55069,"6732"
c40097,"3179,4523"
c40091,"3163"
c40093,"6809"
c55063,"4011,4021,4054,5003,5019,5903,6166"
c37141,"6214,7265,7270"
c55061,"3381,4531,5586,7103,7619"
c37143,"7715"
c55067,"6624"
c37145,"7671"
c55065,"171"
c37147,"2642,2682,7739"
c47065,"4924,5005,5058,6937"
c47067,"6302"
c47061,"4924,5005,5058,6937"
c29173,"3792,5147"
c29079,"4809"
c51171,"3274"
c51173,"6802"
c29171,"6889"
c51175,"1610"
c51177,"339,6882"
c51179,"339,6882"
c20145,"3172"
c30111,"6400"
c29175,"4809"
c29073,"6817"
c10005,"3389"
c10003,"365,1370"
c10001,"5420"
c08029,"1332,4944"
c08025,"662,2945,2996,4068"
c08027,"662,2945,2996,4068"
c48475,"4301"
c08021,"4153"
c08023,"4153"
c38059,"7578"
c23031,"133,172,3451,3597"
c38057,"7578"
c11001,"1446,1915,2900,2912,2914,2961,4242,4456,4821,7714"
c38055,"877"
c38053,"877"
c38051,"7578"
c36037,"340"
c36035,"7031"
c36033,"229"
c32029,"7802"
c36031,"6300,7030"
c18037,"3559"
c04023,"6922"
c32027,"5875"
c04025,"498,698,842,991,1165,1212,1290,1492,1633,2375,2403,2449,2478,2647,2662,2840,2844,3019,3133,3187,3577,3853,3944,4111,4146,4496,4565,5465,6352,6372,6413,6479,6530,6674,6833,6871,7017,7547,7620,7703"
c32021,"5875,7802"
c04027,"3889"
c32023,"987,988,3009,5049,5429,6519,6824,6825,6957,7077,7183,7422,7423,7424,7425,7426,7654,7880"
c33009,"7212,7416,7907,7913"
c37031,"3336"
c37033,"1598"
c37035,"6639"
c37037,"2059,3229,3822,4829,5190,5511,7463"
c33001,"319,1831"
c37039,"6899"
c33003,"4925,6691"
c33005,"213,1729,1786,4958,6895"
c33007,"7416,7907"
c27067,"3276,4238,4239,6628,6707,7858"
c27065,"4166,5720,5999"
c27063,"3871"
c27061,"2499,3036,4181,4217,5143,5253,7864"
c27069,"3277,5658"
c18143,"4926"
c01129,"2190"
c18147,"6498"
c18145,"1741,3180,6451"
c01123,"7072"
c01121,"3139"
c01127,"538,3959"
c01125,"538,3959"
c53033,"488,492,948,949,1258,1294,1318,1899,1983,2046,2097,2412,2907,2928,2976,3070,3219,3268,3574,3588,3663,3681,3684,3786,4089,4131,4180,4461,4469,4579,4682,4911,5588,5683,5803,5827,5937,6350,6503,7118,7461"
c53031,"3826,4918"
c53037,"2926,3876,7696"
c53035,"3049,3223,4915"
c24045,"3389"
c24047,"3389"
c53039,"3711,3876"
c24041,"4514"
c24043,"4050"
c36049,"5030"
c51187,"2988"
c45027,"5777"
c45025,"3661"
c45023,"1539"
c41059,"4125,6442"
c45021,"6961"
c41057,"4043"
c41055,"3711,3876"
c41053,"847"
c41051,"1432,1510,1540,1571,2374,2411,2635,2733,2915,3636,4488,4662,5975,5977,6443,6696"
c45029,"342,3489,4083"
c01017,"7072"
c01015,"3139"
c01013,"2556,5616"
c05009,"16,323"
c01011,"7072"
c55031,"5690,6044,6047,6160,7041,7797"
c05005,"16,323"
c05007,"3612,5454,5568,7260"
c05001,"5729"
c01019,"7428"
c05003,"7655,7910"
c02270,"568"
c02275,"3238"
c28163,"7474"
c28161,"6068"
c12089,"86,5753,6322,7774"
c55037,"7768,7827"
c28017,"590"
c48381,"4694"
c48383,"4301"
c48385,"6935"
c48439,"704,3355,3676,4192,4206,6133,6655,7121,7303,7506,7534,7535"
c48389,"2613"
c48435,"4063"
c42047,"3954,3957"
c48431,"3366"
c42129,"2656,4150"
c42127,"4285"
c42125,"4467,4991,7670"
c42123,"3954"
c02090,"568"
c42121,"3954"
c12031,"86,5753,6322,7774"
c42043,"2539,2559"
c48241,"7440"
c28015,"6068"
c32510,"7802"
c13149,"3581"
c32007,"6358"
c13143,"4193,4459"
c13141,"7676"
c13147,"4965"
c13145,"4188"
c42013,"4547"
c42011,"834"
c42017,"103,708,2607,5401,6808"
c42015,"3799"
c20023,"4386"
c42019,"3062,3954,4049,5740"
c18059,"829,3947"
c22049,"7562"
c25027,"61,126,190,467,663,1100,1735,1768,3566,3623,4048,4987,5491,6328,7266"
c29019,"3792"
c25021,"69,246,1153,1757,1965,2079,3236,4151,4176,4796,5000,5494"
c25023,"23,88,348,4908,5000"
c29015,"6886"
c22041,"3468,7834,7874,7914"
c22047,"5997,6103"
c22045,"3616,4336"
c28019,"590"
c56045,"5657"
c48243,"2613"
c56041,"2993"
c56043,"1303"
c46039,"3300,5638,6146"
c46031,"4593"
c46033,"4593"
c46035,"3298"
c20181,"4386"
c29161,"6817"
c18051,"7454"
c29163,"1094,1288,1706,3330,4329,7435"
c21229,"2856"
c29165,"1806,5013,5082,5126"
c20159,"3172"
c20157,"3172"
c20155,"935"
c20153,"4386"
c20151,"935"
c16085,"2594"
c16087,"3712"
c26129,"5547,5661,7150,7213,7751"
c16083,"6358"
c26125,"1,27,33,51,67,68,94,201,226,245,247,302,308,469,503,573,835,910,1025,1188,1322,1481,2137,2337,2612,2834,2960,3098,3302,3414,3538,3641,4384,4737,4811,4854,5053,5114,5436,5662,5907,6019,6117,6566,7178,7211,7218,7224,7225,7553,7598,7692,7769,7783"
c54055,"6802"
c26127,"1918,4337,6094,6128"
c26121,"1918,2405,3572,4004,4337,4956,5470,6094,6428,7689,7810"
c26123,"1918,3603,4337,5162,5448,6100"
c42097,"2539,2559"
c12099,"179,1523,3932,5472,5949,6685,6686,7107,7152,7408,7409,7487,7488,7489,7490,7519,7833"
c12097,"1065,7450"
c12095,"945,1649,1902,4013,4024,5816,6473,7728"
c12093,"7442"
c12091,"2556,5616"
c39083,"3010"
c46105,"4593"
c39081,"4467,4991,7670"
c21221,"3843,6157"
c39087,"3492"
c31099,"6359"
c39085,"120,695,1248,1308,1787,2172,2399,4780,5973,6355,7043,7055"
c46103,"4593"
c31095,"6359"
c39089,"3010,4085,4283,5667,6027,6834"
c31097,"7785"
c31091,"5657"
c31093,"6359"
c17133,"1208,4246,7452,7496"
c17131,"4212"
c17137,"4156,4314"
c17135,"4232"
c17139,"4096"
c31077,"6359"
c31075,"5657"
c30079,"4593"
c31073,"6359"
c31071,"6359"
c30075,"4593"
c30077,"3216"
c30071,"6400"
c30073,"3216"
c31079,"6359"
c47187,"4306"
c47185,"4265,4462"
c47183,"3843,6157"
c54027,"2988"
c47181,"34,7111,7446"
c47189,"6846"
c31165,"5657"
c48051,"5503"
c21049,"2856"
c51071,"401"
c21043,"7693"
c21041,"2783"
c21047,"7484"
c21045,"3844"
c37157,"2640"
c37155,"6729,7029"
c37153,"7029"
c37151,"3822"
c19157,"5935"
c27091,"2847,4260"
c28125,"6068"
c19153,"4646,6379,6419,7142"
c27095,"5999"
c40083,"1561,2359,2395,2461,2723,2773,2986,5550,5578,5621,5930,6730"
c40081,"1750"
c51099,"3650"
c40087,"5930"
c40085,"6768"
c48507,"3561"
c51540,"619"
c51093,"1610"
c40089,"3152"
c51091,"3361"
c48113,"704,1745,2714,2848,3005,3282,3370,3802,4641,5057,5242,5682,6526,6672,6751,7091,7119,7120,7179,7319,7321,7704,7749"
c51095,"7330"
c47073,"6302"
c47071,"5002"
c48505,"6315,7521"
c47077,"5002"
c47075,"5002"
c48115,"1817,4717,4734,5866,5888,6993"
c47079,"3843,6157"
c48503,"7303"
c51149,"5546"
c51145,"6334,7429"
c51147,"6189"
c51141,"1262,3258"
c51143,"977,1598,5950"
c30105,"6400"
c30107,"6400"
c30101,"3216"
c30103,"6400"
c30109,"4593"
c54043,"337"
c08019,"1799,2083"
c08011,"662,2945,2996,4068"
c08013,"1157,1245,1584,1619,2036,2261,2972,7891"
c08014,"1245,5763"
c08015,"1799,2083"
c08017,"4386"
c38029,"7578"
c35039,"4153"
c38021,"7578"
c38027,"877"
c38025,"7578"
c36043,"5030"
c18049,"2909"
c36047,"333,334,335,354,806,1600,4299,4383,6195,6590,6648,7036"
c36045,"7027"
c32033,"4348"
c18043,"5492,6858,7516"
c32031,"5480"
c18041,"3947"
c18047,"3947"
c18045,"461,1747"
c37029,"7715"
c37027,"6639"
c37025,"3196,7815"
c37023,"6639,6888"
c37021,"5854"
c27075,"3267,4656"
c27077,"2654,2883,3750,5172"
c27071,"5998"
c27073,"3300,5638,6146"
c27079,"3018,4663,5275"
c53021,"7696"
c53023,"4061,4104,5920"
c53025,"7696"
c53027,"5295"
c53029,"2980"
c13223,"4193,4459"
c45035,"342,3489,4083"
c45037,"5632,7076,7676"
c41029,"3024,5198,7204"
c45031,"1758,6167,6222"
c45033,"1051"
c31015,"3298"
c41023,"3712"
c41021,"4125"
c45039,"5317,5327"
c41027,"6831"
c41025,"753"
c04015,"60"
c05019,"6855"
c04017,"7897"
c01067,"5848"
c04012,"3889"
c04013,"498,698,842,991,1165,1212,1290,1492,1633,2375,2403,2449,2478,2647,2662,2840,2844,3019,3133,3187,3577,3853,3944,4111,4146,4496,4565,5465,6352,6372,6413,6479,6530,6674,6833,6871,7017,7547,7620,7703"
c05013,"6855"
c05011,"7655"
c01069,"5848"
c05017,"7842"
c04019,"1011,1828,4183,5539,7214"
c05015,"7260"
c31011,"6359"
c02261,"568"
c20113,"935"
c31013,"5657"
c20111,"5968"
c13229,"3329"
c48429,"4364"
c48399,"3366"
c29169,"6817"
c48397,"1296,3310,7708"
c48395,"2950,7511"
c48393,"4694"
c20119,"4694"
c48391,"3834"
c42131,"222"
c51670,"5546"
c42133,"225"
c36039,"20,250,1493,2791,5881,5964,7031,7651"
c27089,"3277,5658"
c13159,"4941"
c20019,"2165,7744"
c13151,"6750"
c20017,"935"
c13153,"3635"
c20015,"935"
c13155,"7499"
c20013,"5968"
c13157,"4189,5132,6910"
c20011,"6542"
c42001,"2199"
c42003,"117,1708,1743,2051,2641,2656,3062,3260,3504,4467,4991,7274"
c42005,"3957"
c42007,"117,1708,1743,2051,2641,2656,3062,3260,3504,4467,4991,7274"
c19149,"7309"
c42009,"4547"
c28005,"6489"
c29029,"3284,7662"
c28007,"590"
c27087,"3278,4539,4703,5929"
c28001,"7836"
c28003,"5002"
c29021,"1806,5013,5082,5126"
c29023,"4356,7255"
c28009,"5002"
c29025,"2457"
c29027,"3792,5147"
c46027,"3298"
c46025,"3300"
c46023,"3298"
c46021,"7578"
c46029,"3300"
c40095,"2352"
c45007,"4965"
c06093,"3024,5198,7204"
c06091,"3257,6644"
c29159,"4522,6424"
c06095,"701,1678,2085,5496,6174,6474,6918"
c20123,"3172"
c06099,"4135,6619"
c20127,"5968"
c20125,"2165"
c26139,"74,85,107,141,216,244,288,2405,2771,3458,3546,4003,5470,5927,6065,6428"
c26133,"3603,6066,6550,7794"
c26131,"5989,6569"
c26137,"2246,5183,6121"
c26135,"2246,7084,7244"
c17109,"4212"
c01071,"7428"
c31089,"6359"
c46117,"4593"
c46115,"3300"
c39079,"4085"
c31083,"6359"
c39077,"2252"
c31081,"6359"
c39075,"3010"
c31087,"4386"
c04001,"7897"
c31085,"4386"
c39071,"1038,4028"
c01075,"590"
c31065,"6359"
c30049,"3216"
c31067,"5968"
c22079,"7562"
c31061,"6359"
c01077,"34,7111,7446"
c31063,"6359"
c30041,"3216"
c30043,"6400"
c31069,"5657"
c30045,"6400"
c30047,"3216"
c56031,"5657"
c22091,"6489"
c22093,"2183,3039"
c22095,"2183,3039"
c22097,"3616,4336"
c22099,"5997,6103"
c47063,"6928"
c06047,"5852,6711,6804"
c21059,"6498"
c21051,"3844"
c06041,"2551"
c21053,"3844"
c21055,"6157"
c21057,"3844"
c37123,"5544"
c19129,"7785"
c29189,"1178,1329,1444,1658,1985,2408,2707,3397,4256,4330,4500,5176,5326,5836,6391,6660,6744,7472,7747"
c51550,"2890,3359"
c19123,"6889"
c37129,"4534"
c19127,"6630"
c19125,"6419"
c51089,"1262,3258"
c48049,"4364"
c40079,"5437"
c51081,"6021"
c40077,"3163"
c51083,"977"
c40075,"3457"
c51085,"1086,1522,1599,3136,4286"
c40073,"3465"
c51087,"384,540,617,1080,1086,2998,5804"
c40071,"1209"
c16031,"1569"
c47089,"6517"
c38105,"877"
c06049,"5480"
c47085,"7484"
c38101,"877"
c47083,"7484"
c38103,"7578"
c47081,"4306"
c51159,"836"
c29181,"7483"
c19019,"6630"
c51153,"1885,1895,2068,4472"
c19017,"525,7411"
c19015,"3928"
c51157,"3373,4466"
c19013,"525,5837,6455,6630,7411"
c51155,"401"
c19011,"6630"
c08007,"4153"
c08005,"1410,1583,3200,3648,3729,3807,4293,4418,4550,5493"
c08003,"662,2945,2996,4068"
c08001,"1583,2240,5763,7243,7537,7737"
c08009,"4694"
c47113,"5002"
c38039,"876"
c38031,"7578"
c38033,"4593"
c38035,"876"
c38037,"4593"
c36051,"1551,2228,3951"
c36053,"5030"
c36055,"191,340,578,1126,1405,1450,1511,1559,1591,2228,2340,3015,3157,3173,3181,3838,6868,7903"
c36057,"7031"
c36059,"352,353,527,545,569,884,1468,1537,1546,1554,1803,2027,2638,2869,2872,2875,3950,4567,6746,6806"
c18053,"1720"
c18055,"5188"
c18057,"868,1018,1024,5010,6956,7617"
c37059,"3196,7815"
c37053,"7715"
c37051,"7443"
c51027,"6802"
c37057,"3196,7815"
c18061,"5492,6858,7516"
c27041,"3313"
c27043,"2957,4260,7541"
c27045,"3723,7596"
c27047,"2957,3055,3633,6022"
c27049,"2861,3691,3751,3848,5299,6217,7273"
c20163,"3172"
c54073,"7515"
c53019,"4980"
c53015,"3812,4692"
c53017,"7776,7803"
c53011,"2471,2811,3674,6343"
c53013,"4061,4104,5920"
c20207,"938"
c48099,"647"
c48095,"3366"
c48097,"3802,4192,5212,5411,6901,7303,7503"
c48091,"3679,5103,7138,7264,7621,7872"
c48093,"4364"
c41039,"2521,5085"
c45001,"4965"
c45003,"1102,5734,6715,6716,7076,7883"
c45005,"6715"
c48259,"7621"
c41031,"753,5468,6465,7032"
c48257,"3310,7708"
c41033,"5198"
c48255,"7088"
c41035,"4057,7032"
c48253,"3366"
c41037,"4057,7032"
c48251,"7125"
c04003,"1726,6127"
c01073,"538"
c04007,"5059,6656"
c04005,"2486,7897"
c01079,"34,7111,7446"
c04009,"1726,6127"
c12043,"7519"
c48009,"7303"
c28149,"456"
c28141,"34,7111,7446"
c28143,"7568,7868,7908"
c28145,"5002"
c28147,"1421"
c13099,"5848"
c39005,"5413"
c13091,"6139"
c13093,"3635"
c13095,"4240,4730,5828,5840,6471,6919,7315,7470"
c13097,"4193,4459"
c48419,"2582,4295"
c34001,"5420"
c48411,"647"
c48413,"4063"
c48415,"3366"
c48417,"3366"
c42109,"2539,2559"
c31031,"4593"
c42101,"321,423,1218,3929,3974,4373,4454,4637,7599"
c42103,"1989,3142,6945"
c42105,"6892"
c31037,"5906"
c13165,"6715"
c13167,"6139"
c13161,"6139"
c13163,"6715"
c51033,"1086,1522,1599,3136,4286"
c31035,"6359"
c13169,"4941"
c20009,"3172"
c47087,"6846"
c20005,"1802,7064"
c20007,"6809"
c20001,"938"
c20003,"938"
c48077,"7303"
c48075,"3457"
c42039,"3954"
c48071,"118"
c42035,"4027"
c42037,"222,1143"
c42031,"3954,3957"
c42033,"4027"
c28031,"2190"
c28033,"4764,5002,5045,7313"
c28035,"2190"
c28037,"7836"
c28039,"1927,6677"
c54051,"4467,4991,7670"
c46053,"3298"
c46051,"3300"
c46057,"3298,4182"
c46055,"4593"
c46059,"3298,4182"
c06081,"100,199,253,751,766,840,2144,3045,4904,4990,5026,5940"
c48451,"3366"
c06083,"3512,5102,5136,5818"
c06085,"8,114,115,192,254,256,299,581,604,649,668,670,751,846,971,972,1072,1351,1700,1868,1967,2135,2367,2473,2643,2813,2854,3256,3482,3501,4765,5027,6036,6238,6241,6619,6822,6884,6962,7308,7445,7528"
c06087,"8,114,115,192,254,256,299,581,604,649,668,670,751,846,971,972,1072,1351,1700,1868,1967,2135,2367,2473,2643,2813,2854,3256,3482,3501,4765,5027,6036,6238,6241,6619,6822,6884,6962,7308,7445,7528"
c06089,"4643"
c47069,"5002"
c20133,"6542"
c20135,"3172"
c20137,"6359"
c16069,"4061,4104,5920"
c16067,"1569"
c16065,"4175"
c16063,"6358"
c16061,"7301"
c42107,"2539"
c21199,"3844"
c39069,"6181"
c39065,"3777"
c21191,"554"
c39067,"4121"
c21193,"3844"
c39061,"144,3201,4028,4284,4521,6084"
c21195,"3821"
c39063,"3777"
c21197,"7693"
c29037,"1986,2164,2357"
c29035,"5060"
c29033,"2457"
c29031,"4356"
c21087,"5492,6858,7516"
c29039,"5730"
c31051,"5906"
c31053,"5906"
c31055,"5906,6805"
c31057,"4386"
c34027,"11,193,2458,2577,2600,4361,6016,7045"
c34025,"1089,1807,2495,2590,5895"
c34023,"25,56,224,747,1089,1228,1626,1923,2554,3515,4573,5624,5895,6897,7587"
c34021,"293,1089,1403,1807,2016,2180,2191,2495,2590,5666,5684,5895"
c26095,"5706"
c26097,"4988,5213,5709,5878"
c26091,"3773,5066,5567,6150,6556,6570,7175,7501"
c26093,"1322,2145,3536,3568,3641,3668,3707,4362,4776,5114,5641,6548,6591,7056,7211,7220,7225"
c26099,"217,245,453,818,1189,1718,2851,3175,3539,4130,4810,4815,5046,5214,5225,5436,5555,6120,6567,6958,7188,7206,7597,7762,7791,7813,7854"
c21065,"7693"
c21067,"2856"
c18039,"1555,2867,7502"
c22089,"2183,3039"
c21063,"7693"
c22087,"1421,7094"
c22085,"7562"
c22083,"3468,7834,7874,7914"
c21069,"7693"
c22081,"7899"
c04021,"698,996,2449,4111,6871,7017,7755"
c18035,"447"
c54057,"1629"
c19139,"648,6420"
c37133,"3336"
c37135,"587,900,4795,4829,6332,6426,6502,7763"
c37137,"6565"
c37139,"7715"
c18033,"4982"
c19133,"5906"
c19135,"6889"
c19137,"7785"
c40121,"3163"
c40069,"2352"
c18031,"3947"
c40065,"3457"
c40067,"3457"
c40061,"4005"
c40063,"2341,6464,6900"
c45053,"4701,7104,7824"
c47099,"34,7111,7446"
c47095,"7255"
c56023,"3288"
c47097,"7896"
c47091,"3984"
c45051,"1287,2187,4073,4074,4075,4267,4582,4823,4847,5063,5130"
c47093,"1466,2393,3140,3824,3966,4265,4576,5744,6517"
c30057,"6400"
c30055,"4593"
c19009,"7309"
c30051,"3216"
c19005,"7646"
c48205,"4694"
c19007,"6889"
c19001,"6419"
c19003,"7785"
c48207,"3366"
c40045,"2373"
c15009,"2439,2443,3882,7724"
c08073,"7479"
c08071,"662,2945,2996,4068"
c08077,"1332,4944"
c08075,"4386"
c15001,"1056,3878,3880,3881"
c15003,"359,368,2090,2437,2438,2441,2444,2445,2477,2504,2853,2896,3008,3721,3800,4270,6704,7548,7898"
c08079,"1332,4944"
c15005,"2439,2443,3882,7724"
c15007,"2465"
c40129,"2373"
c38005,"877"
c38007,"4593"
c38001,"4593"
c38003,"4818,7048"
c31141,"6359"
c38009,"877"
c54005,"337"
c48073,"3037"
c36069,"1518,1551,1559,1585,2228,3003,3181,3951,6490"
c36065,"5030"
c36067,"7027"
c36061,"694,1660,1880,3004,3419,4263,4571,4640,5421,5891,6873,7272,7668"
c36063,"378,1507"
c37049,"6565"
c40049,"5930"
c37041,"3796"
c40099,"2352"
c37043,"6899"
c51051,"6802"
c37045,"6961"
c37047,"6512"
c51790,"3361"
c23027,"2648,4041,4473,4906,6172"
c23025,"6153,6172,6337"
c23023,"4041,5633"
c27059,"3038,5464,5999,7068"
c08109,"662,2945,2996,4068"
c27057,"3102,3134,3275,3754,4674,4703"
c08107,"7485"
c27055,"2977,5339,5914,7596"
c08105,"4153"
c27053,"1816,2129,2239,2264,2470,2480,2498,2500,2502,2513,2525,2526,2529,2549,2574,2846,2879,2989,3023,3026,3081,3082,3291,3610,3630,4198,4207,4277,4511,4693,4778,5278,5340,5637,6147,6749,7019,7180,7258,7432,7530,7850"
c08103,"7485"
c27051,"3293"
c08101,"662,2945,2996,4068"
c55129,"6732"
c48079,"7573"
c53009,"3826"
c53003,"4061,4104,5920"
c53001,"4061,4104,5920"
c53007,"1778,2522,2903,2910,2930,3268,3663,4089,4309,4512,4681,4683,7627"
c53005,"7696"
c41005,"1425,1432,2550,2635,2733,2915,3131,4051,6696,7034"
c48089,"5503"
c41007,"3673,6845"
c41001,"3712"
c41003,"847,955,957,997,7448"
c48083,"3366"
c48081,"3366"
c48087,"4694"
c41009,"4127,4662,5450"
c48085,"1296,1745,3802,5411,5417,5431,6171,6369,6901,7503"
c55085,"6345,7638"
c48249,"3035"
c45019,"342,3489,4243,4533,4748"
c45017,"1293,1398,1553,2815,3976,5317,5327"
c45015,"3490,4533"
c29139,"3792,5147"
c45013,"4701,7104,7824"
c55087,"93,1716,6318"
c45011,"6715"
c18065,"3947"
c18067,"45,292,3940"
c01049,"7428"
c18063,"3176,3487,4103,4485,5944"
c01045,"5848"
c01047,"3139"
c18069,"1501"
c01043,"538,3959"
c13087,"6919"
c13085,"3815,6944"
c13083,"4924,5005,5058,6937"
c55083,"6624"
c13081,"4730,5828,5840,6471,6919,7315"
c02240,"568"
c13089,"1795,4026,4080,5074,5332,5651,6340,6705"
c29133,"7255"
c55123,"5903"
c29131,"3284,7662"
c18149,"7198"
c48407,"7440"
c36087,"6401,6911,6969,7318,7730"
c48405,"2582,4295"
c36085,"522,4012"
c48403,"2582,4295"
c36083,"5149"
c48401,"3037"
c36081,"640,1601,1635,1796,2579,2601,2638,2895,3017,3204,4528,5298,5599,6590,6593,6636,6648"
c55089,"3197,4786,4804,5096,6823"
c48409,"3035"
c36089,"229"
c24013,"2199"
c24011,"3389"
c24017,"3650"
c24015,"365,1370"
c24019,"3389"
c13173,"7499"
c13171,"4941"
c13177,"4730,5828,5840,6471,6919,7315"
c13175,"6139"
c13179,"4701,7104,7824"
c39013,"4467,4991,7670"
c20039,"6359"
c20031,"938"
c20033,"6809"
c20035,"935"
c20037,"6542"
c28157,"6923"
c49049,"3289,3405,5071,6844"
c42029,"1168,1391,1495,1640,2095,2234,4342"
c28153,"2190"
c28151,"6068"
c42023,"4027"
c31137,"6359"
c42021,"4547"
c49043,"6844"
c42027,"4027"
c49045,"4348"
c28159,"590"
c49047,"7485"
c24510,"1719,2534,6326"
c31135,"4386"
c28029,"7474"
c28027,"7798,7846,7908"
c28025,"590"
c28023,"2190"
c28021,"7836"
c46041,"4593"
c46043,"3298"
c46045,"7578"
c46047,"5657"
c46049,"7578"
c51021,"3072"
c20105,"3172"
c20107,"1108"
c17099,"2022,2338,3695"
c20103,"1802,7064"
c17095,"4212,7417"
c17097,"2358,3734,4296"
c17091,"5847"
c17093,"2022,2338,3695"
c42117,"1551"
c42115,"222"
c42113,"222"
c42111,"4547"
c42119,"2539,2559"
c17077,"4356"
c17075,"5847"
c16079,"7301"
c17073,"4212,7417"
c17071,"4212"
c16075,"2594"
c16077,"1569"
c16071,"1569,3562,6680"
c16073,"7895"
c17079,"5188"
c21187,"2783"
c06057,"3257,6644"
c21185,"2783"
c06055,"6918,7667"
c21183,"6498"
c06053,"2035,4171,4255,5104,5171,6039,6410,6506,6665,7413,7777"
c21181,"7693"
c06051,"1323,1422"
c29199,"6889"
c21189,"3844"
